"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"AKF8SVQJ","journalArticle","1988","Collins, Tricia; Milazzo, Richard; Bernhard, Thomas; Borges, Jorge Luis","Utopia/dystopia: Abraham David Christian/Claudia Hart/Dean McNeil","","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/utopia-dystopia-abraham-david-christian-claudia/docview/1366794673/se-2?accountid=14572","","1988","2021-11-10 21:53:08","2021-11-10 21:53:08","","7","","","","","","","","","","","","","English","","","Arts Premium Collection","1366794673; 0000054823","","","Publisher: [Published by Gallery]","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Aartbibliographies&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=Collins%2C+Tricia%3BMilazzo%2C+Richard%3BBernhard%2C+Thomas%3BBorges%2C+Jorge+Luis&rft.aulast=Collins&rft.aufirst=Tricia&rft.date=1988-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=Utopia%2Fdystopia%3A+Abraham+David+Christian%2FClaudia+Hart%2FDean+McNeil&rft.title=Utopia%2Fdystopia%3A+Abraham+David+Christian%2FClaudia+Hart%2FDean+McNeil&rft.issn=&rft_id=info:doi/","Christian, Abraham David; Drawing: U. S. A.; Hart, Claudia; McNeil, Dean; Sculpture: U. S. A.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K4DRZQI3","journalArticle","1987","Schaeffer, Matthew M., Comp.","The Horrific World of ""Nineteen Eighty-Four"": A Classified Bibliography of Orwell's Prophetic Novel","","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/horrific-world-nineteen-eighty-four-classified/docview/63259248/se-2?accountid=14572","Drawn from articles, books, book chapters, and audio and visual materials, this bibliography contains nearly 900 items pertaining to George Orwell's novel ""Nineteen Eighty-Four."" The items are arranged in a topical format under the following headings: (1) biographical materials, (2) general comment and literary criticism, (3) science and technology, (4) utopia and dystopia, (5) human sciences, (6) language, (7) legal and political science, (8) education, (9) religion, (10) economics, (11) reviews, (12) arts and media, (13) miscellaneous materials, and (14) selected bibliographical materials. The bibliography concludes with an author index. (FL)","1987","2021-11-10 21:53:08","2021-11-10 21:53:08","","1-76","","","","","","","","","","","","","English","","","Social Science Premium Collection","63259248; ED280022","","","","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Aeric&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=Schaeffer%2C+Matthew+M.%2C+Comp.&rft.aulast=Schaeffer&rft.aufirst=Matthew&rft.date=1987-01-01&rft.volume=&rft.issue=&rft.spage=1&rft.isbn=&rft.btitle=The+Horrific+World+of+%22Nineteen+Eighty-Four%22%3A+A+Classified+Bibliography+of+Orwell%27s+Prophetic+Novel&rft.title=The+Horrific+World+of+%22Nineteen+Eighty-Four%22%3A+A+Classified+Bibliography+of+Orwell%27s+Prophetic+Novel&rft.issn=&rft_id=info:doi/","Novels; Literary Genres; Social Theories; English Literature; English Instruction; 1984 (Title); ERIC, Resources in Education (RIE); Intellectual History; Orwell (George); Prediction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JHAC2Z3V","journalArticle","1983","","DREAMS AND NIGHTMARES: UTOPIAN VISIONS IN MODERN ART","","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/dreams-nightmares-utopian-visions-modern-art/docview/1426997886/se-2?accountid=14572","CATALOGUE TO AN EXHIBITION OF PAINTINGS, DRAWINGS AND CONSTRUCTIONS ILLUSTRATING THE 20TH CENTURY VISION OF UTOPIA OR ITS ANTITHESIS, 'DYSTOPIA'. THE WORKS ARE ARRANGED IN THE FOLLOWING SECTIONS: UTOPIAN DREAMS: ITALIAN FUTURISM; RUSSIAN AVANT-GARDE; GERMAN EXPRESSIONISM; GERMAN BAUHAUS; DUTCH DE STIJL; FRENCH PURISM AND LEGER; AMERICAN PRECISIONISM AND ARCHITECTURE; POST-WORLD WAR II; AND 'DYSTOPIAN NIGHTMARES': EARLY PREMONITIONS; AND POST-WORLD WAR II. THE ESSAY FOLLOWS THE SAME CATEGORIES, NOTING THE FEELING OF EXPECTATION OF A NEW AGE THAT PERVADED EUROPE IN THE LATE 19TH AND EARLY 20TH CENTURIES, AND TRACING THE HISTORY OF THE CONCEPT OF UTOPIA FROM SIR THOMAS MORE ONWARDS. THE AUTHOR BELIEVES THAT THE FIRST WORLD WAR ACTED AS A CATALYST FOR THIS FEELING, AND THAT IT WAS EXPRESSED IN ALL THE MAJOR 20TH CENTURY ART MOVEMENTS.","1983","2021-11-10 21:53:08","2021-11-10 21:53:08","","","","","","","","","","","","","","","English","","","Arts Premium Collection","1426997886; 0000023596","","","","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Aartbibliographies&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=&rft.aulast=&rft.aufirst=&rft.date=1983-01-01&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=DREAMS+AND+NIGHTMARES%3A+UTOPIAN+VISIONS+IN+MODERN+ART&rft.title=DREAMS+AND+NIGHTMARES%3A+UTOPIAN+VISIONS+IN+MODERN+ART&rft.issn=&rft_id=info:doi/","BAUHAUS; ARCHITECTURE, U.S.A.; ART, 20TH CENTURY; EXPRESSIONISM; ICONOGRAPHY, UTOPIA; LEGER, FERNAND; PRECISIONISM; STIJL, DE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VWDCJ6QQ","journalArticle","1974","Paine, Doris M.; Martinez, Diana","Guide to Science Fiction: Exploring Possibilities and Alternatives","","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/guide-science-fiction-exploring-possibilities/docview/64061355/se-2?accountid=14572","Designed to help teachers develop science fiction materials, this guide provides references to useful books, examples of various teaching techniques, motivation techniques, evaluation methods, and a rationale for the importance of science fiction in the secondary curriculum. Using science fiction themes along with special techniques, a teacher can involve students in examining values, setting goals, and speculating about the future. The guide includes subject area possibilities for science fiction; tips for the use of multi-titles and small groups in a science fiction unit; a sample classroom valuing exercise; tips for writing behavioral objectives; specific science fiction themes and related books; a speculation exercise designed to develop creative thinking; five thematic teaching units on the subjects of utopia/dystopia, extraterrestrial invasion, present invasion and contact by UFOs, future invasions, and humanity versus technology; evaluation methods and questions for a course or unit; and techniques for using science fiction to introduce or conclude a conventional unit on literature, social studies, or humanities. (Author/DE)","1974","2021-11-10 21:53:08","2021-11-10 21:53:08","","1-72","","","","","","","","","","","","","Undefined","","","Social Science Premium Collection","64061355; ED109038","","","Publisher: Bantam Books, Inc., School and College Division, 666 Fifth Avenue, New York, New York 10019 ($1.00)","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Aeric&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=Paine%2C+Doris+M.%3BMartinez%2C+Diana&rft.aulast=Paine&rft.aufirst=Doris&rft.date=1974-01-01&rft.volume=&rft.issue=&rft.spage=1&rft.isbn=&rft.btitle=Guide+to+Science+Fiction%3A+Exploring+Possibilities+and+Alternatives&rft.title=Guide+to+Science+Fiction%3A+Exploring+Possibilities+and+Alternatives&rft.issn=&rft_id=info:doi/","Literature; Futures (of Society); Science Fiction; Literary Genres; Values; Secondary Education; Teaching Methods; Social Studies; Units of Study; Curriculum Development; Literary Styles; ERIC, Resources in Education (RIE); Evaluation Methods; Literature Guides; Resource Materials","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GGP6QN9C","journalArticle","","","John MORIARTY","Film Index International - People and Institutions","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/john-moriarty/docview/1745902901/se-2?accountid=14572","","","2021-11-10 21:53:08","2021-11-10 21:53:08","","","","","","","","","","","","","","","English","","","Arts Premium Collection","1745902901","","","","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Afii&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=&rft.aulast=&rft.aufirst=&rft.date=&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=John+MORIARTY&rft.title=John+MORIARTY&rft.issn=&rft_id=info:doi/","Motion Pictures; Photography; John MORIARTY; Scupper","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T4M8LYDD","journalArticle","","","Volker Schlöndorff","Film Index International - People and Institutions","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/volker-schlöndorff/docview/1745866270/se-2?accountid=14572","","","2021-11-10 21:53:08","2021-11-10 21:53:08","","","","","","","","","","","","","","","English","","","Arts Premium Collection","1745866270","","","","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Afii&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=&rft.aulast=&rft.aufirst=&rft.date=&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=Volker+Schl%C3%B6ndorff&rft.title=Volker+Schl%C3%B6ndorff&rft.issn=&rft_id=info:doi/","The Handmaid's Tale; Motion Pictures; Acqua e Zucchero  Carlo Di Palma  I colori della vita; BAAL; Cast; Death of a Salesman; Der FANGSCHUSS; Der JUNGE TÖRLESS; Der KANDIDAT; Der NEUNTE TAG; Der PLÖTZLICHE REICHTUM DER ARMEN LEUTE VON KOMBACH; Die BLECHTROMMEL; Die FÄLSCHUNG; Die MORAL DER RUTH HALBFASS; Die STILLE NACH DEM SCHUSS; Die VERLORENE EHRE DER KATHARINA BLUM; Diplomatie; Direction; Ein AUFSTAND ALTER MÄNNER; GEORGINAS GRÜNDE; HEINRICH BÖLL; KALEIDOSKOP VALESKA GERT - NUR ZUM SPASS NUR ZUM SPIEL; KRIEG UND FRIEDEN; Le DOULOS; Le FEU FOLLET; LÉON MORIN, PRÊTRE; MARLENE DIETRICH  HER OWN SONG; MICHAEL KOHLHAAS - DER REBELL; MORD UND TOTSCHLAG; Palmetto; PAUKENSPIELER; Private Conversation; RIO DAS MORTES; SCHROTT - DIE ATZENPOSSE; Scripting; STRAJK  DIE HELDIN VON DANZIG; STROHFEUER; TEN MINUTES OLDER  THE CELLO; The ENLIGHTENMENT; The Thin Blue Line; ÜBERNACHTUNG IN TIROL; ULZHAN; Un AMOUR DE SWANN; Une FEMME FRANÇAISE; UNHOLD; VIVA MARIA!; Volker Schlöndorff; VOYAGER; WARUM LÄUFT HERR R. AMOK?; WER IST HELENE SCHWARZ?; West German","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STGCIXX4","journalArticle","","","Michael HATCHER","Film Index International - People and Institutions","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/michael-hatcher/docview/1745660350/se-2?accountid=14572","","","2021-11-10 21:53:09","2021-11-10 21:53:09","","","","","","","","","","","","","","","English","","","Arts Premium Collection","1745660350","","","","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Afii&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=&rft.aulast=&rft.aufirst=&rft.date=&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=Michael+HATCHER&rft.title=Michael+HATCHER&rft.issn=&rft_id=info:doi/","Motion Pictures; Scupper; Everything Put Together; Michael HATCHER; Monster's Ball; Special Effects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EBWNDF3P","journalArticle","","","Jean-Luc Godard","Film Index International - People and Institutions","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/jean-luc-godard/docview/1745654169/se-2?accountid=14572","","","2021-11-10 21:53:09","2021-11-10 21:53:09","","","","","","","","","","","","","","","English","","","Arts Premium Collection","1745654169","","","","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Afii&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=&rft.aulast=&rft.aufirst=&rft.date=&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=Jean-Luc+Godard&rft.title=Jean-Luc+Godard&rft.issn=&rft_id=info:doi/","Motion Pictures; Communications; Direction; Scripting; TEN MINUTES OLDER  THE CELLO; 'JE VOUS SALUE, MARIE'; 2 OU 3 CHOSES QUE JE SAIS D'ELLE; À BOUT DE SOUFFLE; A LETTER TO JANE OR INVESTIGATION ABOUT A STILL; Adieu au langage; ALLEMAGNE, ANNÉE 90 NEUF ZÉRO; ALPHAVILLE  UNE ETRANGE AVENTURE DE LEMMY CAUTION; Amore e rabbia; ANDATE E RITORNO DEI FIGLI PRODIGHI; APRES LA RÉCONCILIATION; Armide; BANDE À PART; BARDOT J L GODARD  LE MÉPRIS; BEGEGNUNG MIT FRITZ LANG; BERLIN - CINEMA (TITLE PROVISOIRE); British Sounds; CHARLOTTE ET SON JULES  Un HOMMAGE À JEAN COCTEAU; CHARLOTTE ET VÉRONIQUE OU TOUS LES GARÇONS S'APPELLENT PATRICK; CLÉO DE 5 À 7; COMMENT ÇA VA?; CONTRE L'OUBLI; DANS LE NOIR DU TEMPS; DÉTECTIVE; ÉLOGE DE L'AMOUR; FILM SOCIALISME; FOR EVER MOZART; Godard 1980; Grandeur et décadence d'un petit commerce de cinéma; HELAS POUR MOI; HISTOIRE(S) DE CINÉMA  PART 1A  TOUTES LES HISTOIRES; ICI ET AILLEURS; Jean-Luc Godard; JEAN-LUC GODARD OU LA CINÊMA AU DÊFI; JUSQU'A LA VICTOIRE; King Lear; L' ESPION; L' ORIGINE DU XXI SIECLE; La CHINOISE OU PLUTÔT À LA CHINOISE; Le COUP DU BERGER; Le GAI SAVOIR; Le GRAND ESCROC; Le MÉPRIS; Le PETIT SOLDAT; Le PLUS VIEUX MÉTIER DU MONDE; Le Redoutable; Le SIGNE DU LION; Le VENT D'EST; Les CARABINIERS; Les ENFANTS JOUENT A LA RUSSIE; Les PLUS BELLES ESCROQUERIES DU MONDE; LETTRE À FREDDY BUACHE; LIBERTÉ ET PATRIE; LOIN DU VIÊT-NAM; LOTTE IN ITALIA; MADE IN U.S.A.; MASCULIN FÉMININ  15 FAITS PRÉCIS; MONTPARNASSE-LEVALLOIS  UN ACTION FILM; MORCEAUX DE CONVERSATIONS AVEC JEAN-LUC GODARD; NOTRE MUSIQUE; NOUS SOMMES TOUS ENCORE ICI; NOUVELLE VAGUE; NUMÉRO DEUX; ONE A.M.; One P.M.; OPÉRATION BÉTON; PAPARAZZI; PARIS NOUS APPARTIENT; PARIS VU PAR...; PASSION  AMOUR/TRAVAIL; PIERROT LE FOU; PRAVDA; PRÉNOM CARMEN; PRÉSENTATION OU CHARLOTTE ET SON STEAK; Production; QU'EST CE QUE LE CÍNEMA?; REPORTERS; ROGOPAG; Room 666; SAUVE QUI PEUT (LA VIE); SHEHERAZADE; SIX CINETRACTS; SOIGNE TA DROITE; Swiss; Sympathy for the Devil; The Old Place; The TOWN OF LAUSANNE; TOUT VA BIEN; Un FILM COMME LES AUTRES; Une FEMME COQUETTE; Une FEMME EST UNE FEMME; Une FEMME MARIÉE  FRAGMENTS D'UN FILM TOURNÉ EN 1964; Une HISTOIRE D'EAU; VISAGES SUISSES; VIVRE SA VIE  FILM EN DOUZE TABLEAUX; VLADIMIR ET ROSA; Voyage à travers le cinéma français; WEEK END","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8GXRXERB","journalArticle","","","Adrian SAXTON","Film Index International - People and Institutions","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/adrian-saxton/docview/1745308826/se-2?accountid=14572","","","2021-11-10 21:53:09","2021-11-10 21:53:09","","","","","","","","","","","","","","","English","","","Arts Premium Collection","1745308826","","","","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Afii&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=&rft.aulast=&rft.aufirst=&rft.date=&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=Adrian+SAXTON&rft.title=Adrian+SAXTON&rft.issn=&rft_id=info:doi/","Motion Pictures; Design; Scupper; Adrian SAXTON","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSWSPXZ","journalArticle","","","Henning MANKELL","Film Index International - People and Institutions","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/henning-mankell/docview/1745250473/se-2?accountid=14572","","","2021-11-10 21:53:09","2021-11-10 21:53:09","","","","","","","","","","","","","","","English","","","Arts Premium Collection","1745250473","","","","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Afii&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=&rft.aulast=&rft.aufirst=&rft.date=&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=Henning+MANKELL&rft.title=Henning+MANKELL&rft.issn=&rft_id=info:doi/","Motion Pictures; Scripting; Author; COMEDIA INFANTIL; ETTERFØLGEREN; Henning MANKELL; INNAN FROSTEN; Swedish","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9VTHYNXC","journalArticle","","","Michael Moore","Film Index International - People and Institutions","","","","http://silk.library.umass.edu/login?url=https://www.proquest.com/encyclopedias-reference-works/michael-moore/docview/1745137224/se-2?accountid=14572","","","2021-11-10 21:53:09","2021-11-10 21:53:09","","","","","","","","","","","","","","","English","","","Arts Premium Collection","1745137224","","","","","","https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&ctx_enc=info:ofi/enc:UTF-8&rfr_id=info:sid/ProQ%3Afii&rft_val_fmt=info:ofi/fmt:kev:mtx:book&rft.genre=unknown&rft.jtitle=&rft.atitle=&rft.au=&rft.aulast=&rft.aufirst=&rft.date=&rft.volume=&rft.issue=&rft.spage=&rft.isbn=&rft.btitle=Michael+Moore&rft.title=Michael+Moore&rft.issn=&rft_id=info:doi/","Motion Pictures; American; Direction; Production; Bowling for Columbine; Canadian Bacon; Capitalism: A Love Story; Ed Tv; Fahrenheit 11/9; Fahrenheit 9/11; Fever; Grandpa's Still in the Tuff Shed; Last Party 2000; Let's Ask the Experts; Liberty Bound; Manufacturing Dissent: Uncovering Michael Moore; Michael Moore; Michael Moore Hates America; Orwell Rolls in His Grave; Pets or Meat  The Return to Flint; Presentation; Roger & Me; Sicko; The Corporation; The Eyes of Orson Welles; The Yes Men; This Divided State; Trade Off; Where to Invade Next.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
